9000,-16.90622987
1008991,-16.90196165
2008982,-16.90797863
3008973,-16.90596813
4008964,-16.90082191
5008955,-17.11053585
6008946,-17.16898222
7008937,-17.24222922
8008928,-17.29854329
9008919,-17.40829019
10008910,-17.33390707
11008901,-17.33779175
12008892,-17.31433287
13008883,-17.41279113
14008874,-17.25136017
15008865,-17.16932588
16008856,-17.04602538
17008847,-17.02795996
18008838,-16.8635187
19008829,-16.69142626
20008820,-16.55558285
21008811,-16.38537184
22008802,-16.17201321
23008793,-16.25491826
24008784,-16.11907485
25008775,-16.1881827
26008766,-16.94890695
27008757,-17.94731948
28008748,-17.7303234
29008739,-17.32656329
30008730,-17.2724997
31008721,-17.52235097
32008712,-18.10885411
33008703,-18.90143738
34008694,-19.70518384
35008685,-19.56695728
36008676,-19.10110973
37008667,-19.05131073
38008658,-19.0224584
39008649,-18.98181572
40008640,-19.06610049
41008631,-18.77698264
42008622,-18.73671626
43008613,-18.36055057
44008604,-18.14681565
45008595,-17.9699569
46008586,-17.73502445
47008577,-17.39372807
48008568,-17.17472512
49008559,-16.87808152
50008550,-16.62458555
51008541,-16.11747181
52008532,-15.86372499
53008523,-15.51941831
54008514,-15.09232838
55008505,-14.82089604
56008496,-14.49126457
57008487,-14.29358458
58008478,-14.26698997
59008469,-14.18658625
60008460,-14.41887744
61008451,-15.01064861
62008442,-15.69059649
63008433,-16.40516281
64008424,-17.25857922
65008415,-18.03912129
66008406,-18.92314241
67008397,-19.74244209
68008388,-20.60024852
69008379,-21.2690332
70008370,-21.95487625
71008361,-22.6244135
72008352,-23.22797502
73008343,-23.90478717
74008334,-24.42983002
75008325,-25.05672136
76008316,-26.01737971
77008307,-26.81372585
78008298,-26.6639598
79008289,-24.36709731
80008280,-21.75189561
81008271,-20.14890726
82008262,-19.06080563
83008253,-18.27109998
84008244,-17.59290087
85008235,-17.14223025
86008226,-16.64791029
87008217,-16.09551662
88008208,-15.65688721
89008199,-15.49871741
90008190,-15.07702093
91008181,-14.90718622
92008172,-14.98632839
93008163,-15.16945135
94008154,-15.50058072
95008145,-15.90307928
96008136,-16.56320935
97008127,-17.34036483
98008118,-17.96299157
99008109,-18.73124158
100008100,-19.47327689
101008091,-20.15472992
102008082,-20.6760099
103008073,-21.14498592
104008064,-21.5088523
105008055,-21.48727486
106008046,-21.4453779
107008037,-21.20517742
108008028,-20.99558166
109008019,-20.45422576
110008010,-20.11318024
111008001,-19.64758355
112007992,-19.24658289
113007983,-18.72542108
114007974,-18.20400842
115007965,-17.73640487
116007956,-17.38833531
117007947,-17.04214719
118007938,-16.7012271
119007929,-16.8617728
120007920,-16.9633668
121007911,-17.23065273
122007902,-17.66864774
123007893,-18.27998587
124007884,-18.72124204
125007875,-19.03054674
126007866,-19.27462826
127007857,-19.55734198
128007848,-19.5910788
