9000,-21.01243435
1008991,-21.00916951
2008982,-21.0129287
3008973,-21.01643704
4008964,-21.01706051
5008955,-21.03424062
6008946,-21.26301974
7008937,-21.31908289
8008928,-21.30992288
9008919,-21.42669376
10008910,-21.43082924
11008901,-21.44976536
12008892,-21.44825653
13008883,-21.40209492
14008874,-21.28531669
15008865,-21.27289552
16008856,-21.12300399
17008847,-21.15460845
18008838,-20.99455716
19008829,-20.91917055
20008820,-20.84089907
21008811,-20.71998168
22008802,-20.50135496
23008793,-20.50674474
24008784,-20.33076394
25008775,-20.28949406
26008766,-20.25487193
27008757,-20.33915665
28008748,-20.56442375
29008739,-20.7722562
30008730,-20.89730539
31008721,-21.00855738
32008712,-21.30556996
33008703,-21.79900462
34008694,-22.27513004
35008685,-23.11023374
36008676,-24.04229418
37008667,-23.97267732
38008658,-23.29058984
39008649,-22.98805101
40008640,-23.00886857
41008631,-22.7529894
42008622,-22.7124721
43008613,-22.49660483
44008604,-22.22391814
45008595,-22.10036673
46008586,-21.8313175
47008577,-21.61344336
48008568,-21.3679748
49008559,-21.1248894
50008550,-20.85847417
51008541,-20.46738236
52008532,-20.32162999
53008523,-20.05270618
54008514,-19.60040493
55008505,-19.42781072
56008496,-19.13016363
57008487,-18.86525356
58008478,-18.7733103
59008469,-18.60159409
60008460,-18.6170182
61008451,-18.8934604
62008442,-19.26598134
63008433,-19.82275772
64008424,-20.45328645
65008415,-21.19645057
66008406,-21.94663872
67008397,-22.68027022
68008388,-23.31707041
69008379,-23.90470237
70008370,-24.35599282
71008361,-24.60120316
72008352,-24.77341372
73008343,-24.85343385
74008334,-24.83950753
75008325,-24.64847523
76008316,-24.61937198
77008307,-24.32548777
78008298,-24.17459281
79008289,-24.48640603
80008280,-25.31486198
81008271,-27.94360273
82008262,-32.90356993
83008253,-31.22243916
84008244,-26.70234468
85008235,-24.53492503
86008226,-23.32076704
87008217,-22.27644013
88008208,-21.66384041
89008199,-20.6981576
90008190,-20.58551853
91008181,-20.18903326
92008172,-19.90806825
93008163,-19.59750195
94008154,-19.61556007
95008145,-19.80796473
96008136,-20.14549093
97008127,-20.7357569
98008118,-21.28538382
99008109,-21.90474935
100008100,-22.64126573
